Position,P0_A,P0_C,P0_G,P0_T,P0_Coverage,P0_Entropy,P5_A,P5_C,P5_G,P5_T,P5_Coverage,P5_Entropy,P7_A,P7_C,P7_G,P7_T,P7_Coverage,P7_Entropy,P10_A,P10_C,P10_G,P10_T,P10_Coverage,P10_Entropy,P15_A,P15_C,P15_G,P15_T,P15_Coverage,P15_Entropy,P18_A,P18_C,P18_G,P18_T,P18_Coverage,P18_Entropy,P20_A,P20_C,P20_G,P20_T,P20_Coverage,P20_Entropy,R2_P20_A,R2_P20_C,R2_P20_G,R2_P20_T,R2_P20_Coverage,R2_P20_Entropy,R3_P20_A,R3_P20_C,R3_P20_G,R3_P20_T,R3_P20_Coverage,R3_P20_Entropy,R4_P20_A,R4_P20_C,R4_P20_G,R4_P20_T,R4_P20_Coverage,R4_P20_Entropy,Group
97,0.04,99.58,0.03,0.35,145736,0.04,0.03,99.81,0.02,0.14,147963,0.02,0.03,99.74,0.02,0.2,186614,0.03,0.02,99.83,0.01,0.15,56031,0.02,0.03,99.79,0.02,0.16,170791,0.02,0.03,99.71,0.02,0.24,128870,0.03,0.03,99.81,0.02,0.14,170210,0.02,0.02,99.88,0.01,0.09,65687,0.01,0.04,99.78,0.02,0.16,212706,0.02,0.03,95.29,0.01,4.67,31598,0.28,R1_Ribp_UVp
98,0.02,99.74,0.01,0.22,145776,0.03,0.02,99.85,0.01,0.11,148009,0.02,0.02,99.82,0.02,0.14,186674,0.02,0.02,99.88,0.01,0.09,56054,0.01,0.03,99.83,0.01,0.13,170840,0.02,0.03,99.82,0.01,0.13,128899,0.02,0.02,99.83,0.01,0.14,170243,0.02,0.02,99.86,0.01,0.11,65713,0.02,0.03,99.81,0.02,0.15,212746,0.02,0.03,99.91,0.01,0.05,31607,0.01,R1_Ribp_UVp
99,0.11,99.44,0.06,0.39,145381,0.06,0.09,99.67,0.08,0.16,147556,0.04,0.1,99.63,0.07,0.2,186166,0.04,0.02,99.88,0.01,0.1,56068,0.02,0.09,99.62,0.08,0.21,170386,0.04,0.1,99.61,0.08,0.21,128568,0.04,0.1,99.6,0.08,0.21,169702,0.04,0.01,99.89,0.01,0.1,65721,0.01,0.12,99.6,0.08,0.21,212155,0.04,0.03,99.84,0.01,0.13,31624,0.02,R1_Ribp_UVp
100,0.29,0.07,99.53,0.11,145803,0.05,0.13,0.1,99.68,0.1,148018,0.04,0.14,0.13,99.61,0.13,186664,0.04,0.15,0.07,99.71,0.06,56109,0.03,0.12,0.09,99.65,0.13,170844,0.04,0.12,0.16,99.59,0.13,128901,0.04,0.15,0.07,99.66,0.13,170213,0.04,0.12,0.07,99.77,0.05,65758,0.03,0.11,0.09,99.67,0.13,212732,0.04,0.11,0.09,99.77,0.03,31635,0.03,R1_Ribp_UVp
101,0.07,99.36,0.06,0.51,145873,0.06,0.05,99.63,0.07,0.24,148078,0.04,0.06,99.62,0.08,0.24,186775,0.04,0.01,99.87,0.01,0.11,56137,0.02,0.07,99.62,0.06,0.24,170935,0.04,0.06,99.63,0.07,0.25,128966,0.04,0.06,99.61,0.06,0.27,170311,0.04,0.03,99.88,0.01,0.08,65780,0.01,0.06,99.64,0.06,0.23,212860,0.04,0.01,99.92,0.01,0.06,31644,0.01,R1_Ribp_UVp
102,99.64,0.06,0.24,0.06,145944,0.04,99.72,0.11,0.12,0.05,148160,0.03,99.56,0.14,0.24,0.06,186868,0.05,99.69,0.07,0.21,0.03,56170,0.03,99.69,0.11,0.15,0.05,171010,0.03,99.58,0.19,0.18,0.05,129025,0.05,99.71,0.06,0.18,0.06,170372,0.03,99.81,0.05,0.12,0.02,65807,0.02,99.66,0.1,0.18,0.06,212935,0.04,99.77,0.05,0.15,0.03,31663,0.03,R1_Ribp_UVp
103,99.64,0.06,0.24,0.06,146029,0.04,99.7,0.07,0.18,0.04,148241,0.03,99.68,0.08,0.19,0.05,186980,0.04,99.74,0.05,0.18,0.03,56216,0.03,99.65,0.1,0.2,0.06,171085,0.04,99.67,0.09,0.19,0.05,129083,0.04,99.65,0.09,0.22,0.04,170409,0.04,99.8,0.04,0.13,0.02,65850,0.02,99.67,0.1,0.18,0.05,213028,0.04,99.8,0.04,0.13,0.03,31685,0.02,R1_Ribp_UVp
104,0.03,99.71,0.02,0.25,146094,0.03,0.03,99.9,0.01,0.06,148291,0.01,0.03,99.87,0.01,0.09,187075,0.02,0.03,99.9,0.01,0.06,56253,0.01,0.03,99.87,0.02,0.09,171150,0.02,0.04,99.84,0.02,0.1,129150,0.02,0.02,99.88,0.01,0.09,170455,0.01,0.02,99.87,0.01,0.11,65896,0.02,0.03,99.86,0.02,0.09,213117,0.02,0.03,99.89,0.02,0.06,31715,0.01,R1_Ribp_UVp
105,0.05,99.51,0.03,0.41,146166,0.05,0.04,99.7,0.03,0.23,148356,0.03,0.05,99.78,0.04,0.13,187159,0.03,0.03,99.85,0.03,0.09,56275,0.02,0.04,99.8,0.03,0.13,171191,0.02,0.05,99.79,0.03,0.14,129223,0.02,0.05,99.78,0.03,0.14,170505,0.03,0.02,99.88,0.01,0.09,65933,0.01,0.05,99.79,0.03,0.13,213187,0.02,0.04,99.82,0.03,0.11,31727,0.02,R1_Ribp_UVp
106,0.32,0.08,99.51,0.1,146208,0.05,0.2,0.08,99.62,0.1,148410,0.04,0.2,0.1,99.58,0.12,187221,0.05,0.14,0.09,99.75,0.02,56303,0.03,0.2,0.1,99.57,0.13,171232,0.05,0.2,0.14,99.52,0.14,129260,0.05,0.22,0.07,99.58,0.13,170551,0.05,0.31,0.08,99.58,0.03,65956,0.04,0.21,0.07,99.59,0.13,213244,0.04,0.2,0.08,99.68,0.03,31739,0.03,R1_Ribp_UVp
107,0.03,99.7,0.02,0.24,146292,0.03,0.03,99.89,0.01,0.06,148485,0.01,0.03,99.88,0.02,0.07,187344,0.01,0.02,99.87,0.01,0.1,56355,0.02,0.04,99.87,0.01,0.08,171328,0.02,0.04,99.86,0.02,0.08,129350,0.02,0.04,99.87,0.01,0.08,170633,0.02,0.02,99.91,0.01,0.06,66023,0.01,0.03,99.86,0.02,0.08,213352,0.02,0.03,99.92,0.01,0.05,31761,0.01,R1_Ribp_UVp
108,99.55,0.07,0.29,0.09,145964,0.05,99.63,0.12,0.16,0.09,148118,0.04,99.57,0.12,0.23,0.08,186941,0.05,99.77,0.07,0.15,0.01,56398,0.03,99.6,0.09,0.21,0.1,170929,0.04,99.53,0.17,0.21,0.09,129067,0.05,99.58,0.07,0.25,0.09,170170,0.04,99.79,0.03,0.17,0.01,66080,0.02,99.57,0.11,0.23,0.09,212850,0.05,99.84,0.06,0.08,0.02,31779,0.02,R1_Ribp_UVp
109,99.71,0.04,0.21,0.04,146175,0.03,99.84,0.05,0.09,0.02,148367,0.02,99.78,0.04,0.14,0.03,187256,0.03,99.77,0.02,0.21,0.01,56421,0.03,99.77,0.05,0.14,0.04,171202,0.03,99.79,0.05,0.12,0.04,129274,0.03,99.75,0.05,0.16,0.04,170443,0.03,99.83,0.05,0.12,0,66112,0.02,99.74,0.05,0.16,0.04,213223,0.03,99.84,0.02,0.12,0.02,31797,0.02,R1_Ribp_UVp
110,99.48,0.13,0.27,0.11,146227,0.05,99.63,0.12,0.16,0.09,148399,0.04,99.55,0.15,0.2,0.1,187313,0.05,99.64,0.24,0.09,0.03,56444,0.04,99.54,0.14,0.2,0.12,171226,0.05,99.55,0.14,0.18,0.12,129320,0.05,99.53,0.14,0.22,0.1,170498,0.05,99.83,0.05,0.09,0.03,66163,0.02,99.52,0.15,0.21,0.12,213251,0.05,99.8,0.06,0.11,0.03,31818,0.02,R1_Ribp_UVp
111,0.07,0.23,0.04,99.66,146504,0.04,0.1,0.08,0.03,99.79,148687,0.02,0.12,0.13,0.05,99.7,187651,0.03,0.08,0.14,0.02,99.76,56487,0.03,0.09,0.13,0.04,99.73,171508,0.03,0.16,0.14,0.06,99.64,129536,0.04,0.05,0.17,0.04,99.73,170813,0.03,0.06,0.11,0.02,99.81,66214,0.02,0.08,0.17,0.05,99.71,213602,0.03,0.08,0.14,0.04,99.74,31832,0.03,R1_Ribp_UVp
112,0.1,0.26,0.1,99.53,146595,0.05,0.1,0.16,0.12,99.62,148767,0.04,0.1,0.2,0.13,99.57,187727,0.05,0.03,0.17,0.03,99.76,56526,0.03,0.1,0.18,0.12,99.59,171568,0.04,0.11,0.2,0.13,99.56,129582,0.05,0.11,0.18,0.12,99.59,170868,0.05,0.02,0.12,0.03,99.83,66270,0.02,0.09,0.2,0.14,99.57,213665,0.05,0.03,0.1,0.04,99.83,31851,0.02,R1_Ribp_UVp
113,0.07,0.18,0.13,99.61,146705,0.04,0.07,0.11,0.12,99.71,148889,0.03,0.06,0.13,0.1,99.71,187878,0.03,0.03,0.1,0.01,99.86,56614,0.02,0.06,0.15,0.11,99.68,171651,0.04,0.06,0.12,0.13,99.69,129663,0.03,0.06,0.15,0.11,99.69,170945,0.04,0.02,0.06,0.01,99.91,66341,0.01,0.05,0.16,0.1,99.69,213776,0.03,0.03,0.07,0.02,99.88,31886,0.01,R1_Ribp_UVp
114,99.62,0.1,0.19,0.09,146789,0.04,99.69,0.1,0.14,0.08,148973,0.04,99.63,0.09,0.18,0.1,187976,0.04,99.77,0.02,0.16,0.05,56664,0.03,99.63,0.1,0.19,0.09,171725,0.04,99.62,0.09,0.15,0.14,129728,0.04,99.59,0.1,0.22,0.09,171007,0.04,99.82,0.03,0.1,0.05,66393,0.02,99.66,0.09,0.16,0.09,213856,0.04,99.82,0.03,0.12,0.04,31904,0.02,R1_Ribp_UVp
115,0.15,0.03,99.73,0.09,146676,0.03,0.08,0.03,99.79,0.11,148855,0.02,0.12,0.04,99.73,0.11,187843,0.03,0.11,0.02,99.8,0.06,56721,0.02,0.09,0.03,99.78,0.1,171600,0.03,0.12,0.04,99.73,0.11,129644,0.03,0.08,0.03,99.78,0.11,170821,0.03,0.06,0.02,99.87,0.05,66455,0.02,0.1,0.04,99.73,0.14,213672,0.03,0.08,0.01,99.86,0.05,31923,0.02,R1_Ribp_UVp
116,99.64,0.05,0.26,0.06,146610,0.04,99.75,0.05,0.15,0.05,148730,0.03,99.7,0.05,0.2,0.05,187703,0.03,99.69,0.04,0.25,0.02,56771,0.03,99.69,0.07,0.18,0.06,171448,0.03,99.66,0.08,0.19,0.07,129566,0.04,99.62,0.08,0.23,0.08,170619,0.04,99.74,0.03,0.19,0.03,66529,0.03,99.67,0.06,0.2,0.06,213515,0.04,99.76,0.05,0.17,0.03,31942,0.03,R1_Ribp_UVp
117,99.64,0.03,0.28,0.05,147066,0.04,99.67,0.04,0.25,0.04,149242,0.04,99.7,0.04,0.22,0.04,188319,0.03,99.71,0.02,0.25,0.02,56827,0.03,99.71,0.04,0.21,0.04,171974,0.03,99.68,0.06,0.22,0.04,129972,0.04,99.64,0.04,0.26,0.05,171218,0.04,99.74,0.02,0.21,0.02,66588,0.03,99.69,0.05,0.21,0.05,214166,0.03,99.68,0.03,0.26,0.03,31979,0.03,R1_Ribp_UVp
118,0.18,0.04,99.65,0.14,147170,0.04,0.12,0.04,99.69,0.14,149328,0.03,0.13,0.05,99.68,0.14,188422,0.04,0.11,0.02,99.83,0.04,56883,0.02,0.14,0.05,99.67,0.14,172050,0.04,0.18,0.05,99.63,0.15,130038,0.04,0.12,0.06,99.67,0.15,171304,0.04,0.1,0.02,99.84,0.05,66640,0.02,0.13,0.06,99.65,0.15,214264,0.04,0.09,0.02,99.83,0.05,32015,0.02,R1_Ribp_UVp
119,0.04,99.74,0.03,0.19,147321,0.03,0.04,99.86,0.04,0.06,149483,0.02,0.05,99.85,0.03,0.07,188594,0.02,0.03,99.84,0.02,0.1,56978,0.02,0.05,99.85,0.02,0.07,172175,0.02,0.05,99.85,0.03,0.07,130164,0.02,0.04,99.85,0.02,0.09,171422,0.02,0.03,99.89,0.02,0.05,66727,0.01,0.05,99.84,0.03,0.08,214436,0.02,0.03,99.86,0.02,0.08,32045,0.02,R1_Ribp_UVp
120,99.62,0.05,0.26,0.08,147460,0.04,99.68,0.07,0.19,0.06,149617,0.04,99.65,0.07,0.21,0.07,188735,0.04,99.83,0.03,0.12,0.03,57039,0.02,99.62,0.07,0.24,0.07,172272,0.04,99.63,0.09,0.21,0.07,130266,0.04,99.65,0.06,0.24,0.05,171543,0.04,99.82,0.04,0.12,0.02,66791,0.02,99.65,0.07,0.22,0.06,214567,0.04,99.86,0.03,0.1,0.01,32069,0.02,R1_Ribp_UVp
121,99.69,0.04,0.23,0.03,147568,0.03,99.83,0.03,0.12,0.02,149716,0.02,99.75,0.04,0.18,0.03,188866,0.03,99.78,0.03,0.18,0.02,57098,0.02,99.77,0.04,0.16,0.03,172381,0.03,99.77,0.05,0.16,0.03,130370,0.03,99.74,0.04,0.19,0.03,171632,0.03,99.82,0.02,0.14,0.02,66837,0.02,99.75,0.05,0.16,0.04,214682,0.03,99.81,0.02,0.15,0.02,32088,0.02,R1_Ribp_UVp
122,99.62,0.06,0.26,0.06,147687,0.04,99.71,0.05,0.19,0.04,149848,0.03,99.71,0.06,0.18,0.06,189001,0.03,99.75,0.02,0.2,0.03,57164,0.03,99.7,0.06,0.19,0.05,172465,0.03,99.68,0.08,0.18,0.06,130457,0.04,99.67,0.06,0.2,0.06,171728,0.04,99.76,0.03,0.18,0.03,66906,0.03,99.69,0.06,0.2,0.06,214813,0.03,99.8,0.04,0.12,0.03,32125,0.02,R1_Ribp_UVp
123,0.25,0.07,99.57,0.11,147771,0.05,0.13,0.06,99.71,0.1,149936,0.03,0.18,0.05,99.65,0.12,189105,0.04,0.14,0.04,99.78,0.04,57208,0.03,0.16,0.07,99.64,0.13,172569,0.04,0.21,0.07,99.6,0.12,130550,0.04,0.12,0.06,99.66,0.16,171806,0.04,0.1,0.03,99.84,0.03,66962,0.02,0.15,0.06,99.65,0.14,214951,0.04,0.13,0.03,99.8,0.03,32150,0.02,R1_Ribp_UVp
124,0.03,99.75,0.02,0.19,147907,0.03,0.03,99.89,0.02,0.06,150057,0.01,0.03,99.87,0.03,0.07,189247,0.02,0.01,99.93,0.02,0.04,57282,0.01,0.03,99.86,0.02,0.09,172692,0.02,0.04,99.88,0.02,0.07,130649,0.02,0.02,99.87,0.01,0.09,171902,0.02,0.02,99.92,0.01,0.05,67045,0.01,0.03,99.86,0.02,0.09,215100,0.02,0.02,99.92,0.02,0.04,32173,0.01,R1_Ribp_UVp
125,0.1,0.26,0.15,99.5,148077,0.05,0.08,0.19,0.16,99.56,150205,0.05,0.08,0.22,0.16,99.54,189437,0.05,0.03,0.16,0.03,99.78,57349,0.03,0.1,0.22,0.19,99.5,172812,0.05,0.1,0.24,0.17,99.49,130756,0.05,0.1,0.23,0.17,99.5,172020,0.05,0.03,0.09,0.01,99.87,67117,0.02,0.1,0.22,0.17,99.51,215239,0.05,0.03,0.11,0.02,99.84,32202,0.02,R1_Ribp_UVp
126,99.73,0.05,0.18,0.03,148216,0.03,99.8,0.05,0.11,0.03,150331,0.02,99.81,0.06,0.11,0.03,189593,0.02,99.82,0.02,0.14,0.02,57414,0.02,99.81,0.06,0.11,0.03,172900,0.02,99.8,0.05,0.12,0.03,130876,0.02,99.78,0.06,0.14,0.02,172132,0.03,99.85,0.02,0.11,0.02,67195,0.02,99.81,0.06,0.11,0.02,215366,0.02,99.89,0.02,0.08,0.01,32242,0.01,R1_Ribp_UVp
127,99.71,0.06,0.18,0.05,148352,0.03,99.78,0.06,0.12,0.04,150469,0.03,99.78,0.07,0.11,0.04,189758,0.03,99.78,0.05,0.13,0.04,57474,0.03,99.75,0.08,0.12,0.04,173024,0.03,99.74,0.07,0.15,0.04,130999,0.03,99.74,0.06,0.15,0.04,172254,0.03,99.82,0.03,0.11,0.03,67268,0.02,99.77,0.07,0.12,0.04,215498,0.03,99.81,0.04,0.13,0.01,32264,0.02,R1_Ribp_UVp
128,0.07,99.42,0.12,0.4,148529,0.06,0.06,99.69,0.12,0.12,150589,0.03,0.08,99.69,0.1,0.13,189914,0.04,0.05,99.84,0.01,0.09,57535,0.02,0.07,99.66,0.12,0.16,173150,0.04,0.1,99.66,0.1,0.14,131126,0.04,0.07,99.67,0.11,0.14,172378,0.04,0.04,99.92,0,0.04,67349,0.01,0.08,99.67,0.11,0.14,215657,0.04,0.04,99.88,0.02,0.06,32288,0.02,R1_Ribp_UVp
129,0.08,99.63,0.02,0.27,148699,0.04,0.05,99.83,0.02,0.1,150731,0.02,0.05,99.8,0.03,0.12,190110,0.02,0.04,99.84,0.02,0.1,57600,0.02,0.07,99.78,0.03,0.13,173290,0.03,0.09,99.75,0.03,0.13,131251,0.03,0.07,99.77,0.03,0.13,172520,0.03,0.04,99.87,0.01,0.08,67436,0.02,0.07,99.78,0.03,0.13,215839,0.03,0.06,99.88,0.02,0.05,32332,0.02,R1_Ribp_UVp
130,0.11,99.44,0.1,0.35,148839,0.06,0.12,99.61,0.09,0.17,150904,0.04,0.12,99.61,0.07,0.2,190285,0.04,0.04,99.83,0.01,0.12,57681,0.02,0.13,99.57,0.08,0.22,173416,0.05,0.12,99.63,0.08,0.18,131376,0.04,0.11,99.58,0.09,0.21,172643,0.05,0.03,99.87,0.02,0.08,67544,0.02,0.12,99.61,0.09,0.17,215989,0.04,0.03,99.86,0.02,0.09,32369,0.02,R1_Ribp_UVp
131,0.15,0.07,99.73,0.06,149069,0.03,0.1,0.09,99.76,0.05,151142,0.03,0.13,0.12,99.69,0.06,190534,0.03,0.13,0.09,99.75,0.03,57767,0.03,0.12,0.1,99.71,0.07,173572,0.03,0.13,0.17,99.62,0.08,131551,0.04,0.14,0.06,99.72,0.09,172842,0.03,0.09,0.06,99.81,0.04,67659,0.02,0.13,0.09,99.71,0.08,216237,0.03,0.11,0.07,99.78,0.04,32419,0.03,R1_Ribp_UVp
132,99.52,0.13,0.25,0.1,149231,0.05,99.58,0.14,0.19,0.09,151284,0.05,99.51,0.18,0.21,0.1,190747,0.05,99.7,0.07,0.18,0.05,57847,0.03,99.5,0.18,0.2,0.12,173746,0.05,99.44,0.23,0.22,0.11,131678,0.06,99.46,0.2,0.24,0.1,172979,0.06,99.78,0.06,0.13,0.04,67759,0.03,99.5,0.17,0.21,0.12,216423,0.05,99.74,0.08,0.1,0.07,32465,0.03,R1_Ribp_UVp
133,0.06,0.2,0.02,99.71,149364,0.03,0.06,0.13,0.02,99.79,151413,0.02,0.07,0.19,0.03,99.71,190885,0.03,0.08,0.2,0.03,99.69,57908,0.03,0.07,0.19,0.03,99.71,173841,0.03,0.08,0.17,0.05,99.69,131787,0.03,0.06,0.22,0.03,99.69,173067,0.03,0.05,0.15,0.03,99.78,67834,0.03,0.07,0.19,0.04,99.7,216525,0.03,0.07,0.12,0.03,99.78,32495,0.03,R1_Ribp_UVp
134,0.16,99.6,0.08,0.17,149537,0.04,0.14,99.7,0.06,0.09,151582,0.03,0.15,99.65,0.07,0.13,191084,0.04,0.06,99.77,0.02,0.15,58034,0.03,0.16,99.63,0.07,0.14,173994,0.04,0.16,99.63,0.07,0.13,131918,0.04,0.15,99.62,0.07,0.15,173208,0.04,0.06,99.85,0.01,0.08,67920,0.02,0.15,99.66,0.07,0.12,216746,0.04,0.05,99.83,0.02,0.1,32542,0.02,R1_Ribp_UVp
135,0.26,0.03,99.64,0.06,149749,0.04,0.09,0.04,99.8,0.06,151807,0.02,0.11,0.05,99.77,0.07,191387,0.03,0.14,0.04,99.77,0.04,58156,0.03,0.13,0.05,99.76,0.07,174178,0.03,0.1,0.08,99.74,0.08,132122,0.03,0.14,0.04,99.75,0.07,173411,0.03,0.11,0.03,99.82,0.04,68088,0.02,0.12,0.05,99.77,0.06,216933,0.03,0.11,0.03,99.83,0.03,32585,0.02,R1_Ribp_UVp
136,99.59,0.08,0.25,0.09,149939,0.04,99.68,0.08,0.15,0.09,151985,0.04,99.62,0.1,0.19,0.09,191643,0.04,99.66,0.07,0.22,0.05,58268,0.04,99.59,0.11,0.2,0.11,174379,0.05,99.54,0.14,0.21,0.11,132308,0.05,99.6,0.1,0.22,0.08,173569,0.04,99.74,0.06,0.15,0.04,68215,0.03,99.62,0.11,0.17,0.09,217162,0.04,99.72,0.06,0.15,0.07,32629,0.03,R1_Ribp_UVp
137,0.06,0.25,0.11,99.58,150122,0.04,0.06,0.19,0.12,99.62,152154,0.04,0.07,0.23,0.11,99.59,191838,0.04,0.05,0.14,0.02,99.79,58359,0.02,0.08,0.21,0.1,99.61,174507,0.04,0.07,0.22,0.1,99.61,132437,0.04,0.06,0.27,0.12,99.55,173696,0.05,0.03,0.08,0.02,99.86,68320,0.02,0.07,0.23,0.11,99.58,217322,0.05,0.07,0.12,0.01,99.81,32689,0.02,R1_Ribp_UVp
138,99.7,0.1,0.16,0.05,150407,0.03,99.72,0.09,0.15,0.04,152409,0.03,99.67,0.13,0.14,0.06,192124,0.04,99.75,0.05,0.16,0.04,58527,0.03,99.7,0.11,0.13,0.05,174719,0.03,99.64,0.15,0.14,0.08,132655,0.04,99.66,0.12,0.16,0.06,173883,0.04,99.82,0.05,0.1,0.03,68492,0.02,99.69,0.11,0.14,0.06,217570,0.04,99.79,0.08,0.09,0.05,32753,0.03,R1_Ribp_UVp
139,0.18,0.06,99.66,0.11,150555,0.04,0.14,0.06,99.69,0.11,152567,0.04,0.19,0.07,99.63,0.11,192270,0.04,0.11,0.04,99.81,0.04,58636,0.02,0.16,0.07,99.65,0.11,174851,0.04,0.19,0.07,99.62,0.12,132780,0.04,0.15,0.07,99.67,0.11,173999,0.04,0.09,0.02,99.84,0.05,68597,0.02,0.16,0.07,99.67,0.1,217688,0.04,0.09,0.04,99.82,0.05,32795,0.02,R1_Ribp_UVp
140,0.05,99.67,0.05,0.23,150766,0.04,0.05,99.81,0.03,0.11,152737,0.02,0.05,99.82,0.03,0.1,192518,0.02,0.04,99.81,0.05,0.1,58749,0.02,0.06,99.79,0.04,0.11,175048,0.02,0.06,99.79,0.05,0.1,132958,0.02,0.06,99.78,0.03,0.13,174156,0.03,0.04,99.84,0.05,0.08,68704,0.02,0.06,99.79,0.04,0.11,217925,0.03,0.04,99.82,0.03,0.11,32860,0.02,R1_Ribp_UVp
141,0.29,0.05,99.58,0.08,150993,0.04,0.1,0.04,99.79,0.06,152976,0.02,0.15,0.06,99.73,0.06,192797,0.03,0.11,0.03,99.84,0.03,58830,0.02,0.15,0.04,99.74,0.07,175245,0.03,0.14,0.07,99.73,0.06,133138,0.03,0.14,0.04,99.75,0.08,174351,0.03,0.12,0.03,99.81,0.03,68784,0.02,0.13,0.05,99.75,0.06,218170,0.03,0.15,0.03,99.79,0.03,32898,0.02,R1_Ribp_UVp
142,0.25,0.15,99.46,0.13,151197,0.06,0.14,0.16,99.57,0.13,153168,0.05,0.14,0.15,99.59,0.13,193049,0.05,0.09,0.03,99.84,0.04,58994,0.02,0.15,0.15,99.56,0.14,175381,0.05,0.14,0.16,99.54,0.15,133296,0.05,0.17,0.17,99.5,0.17,174511,0.05,0.08,0.02,99.87,0.03,68937,0.02,0.14,0.16,99.56,0.14,218332,0.05,0.1,0.02,99.82,0.05,32951,0.02,R1_Ribp_UVp
143,99.43,0.13,0.35,0.09,151014,0.06,99.53,0.13,0.26,0.08,152999,0.05,99.43,0.14,0.34,0.08,192869,0.06,99.56,0.08,0.29,0.07,58994,0.05,99.43,0.13,0.33,0.11,175153,0.06,99.35,0.18,0.38,0.09,133175,0.07,99.48,0.14,0.28,0.09,174276,0.05,99.59,0.08,0.26,0.07,68854,0.04,99.49,0.13,0.29,0.09,218080,0.05,99.44,0.15,0.34,0.08,32921,0.06,R1_Ribp_UVp
144,0.06,0.24,0.09,99.61,30362,0.04,0.05,0.11,0.12,99.73,25628,0.03,0.06,0.17,0.1,99.67,36675,0.04,0.03,0.17,0.05,99.74,9341,0.03,0.06,0.13,0.09,99.72,30205,0.03,0.05,0.18,0.11,99.66,27002,0.04,0.08,0.27,0.13,99.52,22437,0.05,0.03,0.12,0.09,99.75,15230,0.03,0.06,0.15,0.08,99.71,45220,0.03,0.04,0.14,0.12,99.7,6897,0.03,R1_Ribp_UVp
145,0.14,1.17,98.58,0.11,24154,0.12,0.12,1.27,98.51,0.09,20191,0.12,0.1,1.12,98.68,0.1,29889,0.11,0.04,1.84,98.05,0.07,7541,0.15,0.16,1.11,98.59,0.14,24178,0.12,0.15,1.01,98.74,0.1,22503,0.11,0.09,1.27,98.52,0.12,16529,0.12,0.07,1.11,98.79,0.03,12912,0.1,0.13,0.75,99.01,0.11,37060,0.09,0.17,1,98.8,0.03,5827,0.1,R1_Ribp_UVp
146,0.09,93.3,6.5,0.1,19236,0.37,0.05,95.42,4.44,0.08,15354,0.28,0.02,95.26,4.65,0.07,24110,0.28,0.03,94.75,5.15,0.07,6022,0.3,0.07,96.5,3.36,0.07,18299,0.23,0.05,95.33,4.55,0.08,18440,0.28,0.05,96.1,3.75,0.1,11628,0.25,0.01,95.59,4.38,0.02,10582,0.26,0.06,96.88,2.98,0.07,29909,0.21,0,95.73,4.27,0,4823,0.25,R1_Ribp_UVp
147,0.04,0.02,99.9,0.05,16774,0.01,0.03,0.01,99.91,0.05,12881,0.01,0.02,0.01,99.95,0.01,20686,0.01,0,0,99.96,0.04,5241,0,0.01,0.01,99.97,0.01,14844,0,0.05,0.03,99.88,0.04,15972,0.02,0.01,0.02,99.9,0.06,9420,0.01,0.03,0.02,99.94,0.01,9291,0.01,0.02,0.03,99.93,0.01,25773,0.01,0.07,0.05,99.81,0.07,4256,0.02,R1_Ribp_UVp
148,0.08,87.91,11.87,0.14,16079,0.55,0.07,89.32,10.52,0.09,12191,0.5,0.04,90.7,9.16,0.1,19640,0.46,0.02,96.59,3.32,0.08,5218,0.22,0.09,94.39,5.39,0.13,14242,0.33,0.1,85.53,14.28,0.1,14593,0.61,0.06,96.63,3.2,0.1,9298,0.22,0.01,91.13,8.77,0.09,8784,0.44,0.05,90.62,9.21,0.13,23982,0.46,0.03,90.97,8.96,0.05,3975,0.44,R1_Ribp_UVp
149,97.1,2.57,0.23,0.11,15044,0.21,98.02,1.75,0.18,0.05,11608,0.15,97.7,2.03,0.21,0.06,18709,0.17,99.16,0.54,0.19,0.11,5361,0.08,98.58,1.23,0.16,0.03,14042,0.12,96.86,2.85,0.2,0.09,13259,0.22,98.87,0.87,0.18,0.08,9429,0.1,98.19,1.76,0.04,0.01,8472,0.13,97.63,2.08,0.23,0.06,22683,0.18,98.23,1.61,0.11,0.05,3793,0.14,R1_Ribp_UVp
150,0.59,0.3,0.07,99.03,14180,0.09,0.35,0.26,0.08,99.31,11429,0.07,0.41,0.16,0.08,99.35,18075,0.07,0.11,0.15,0.07,99.67,5382,0.04,0.27,0.17,0.04,99.52,13924,0.05,0.51,0.17,0.06,99.25,12728,0.07,0.19,0.19,0.04,99.58,9476,0.05,0.14,0.11,0.05,99.7,8285,0.03,0.29,0.14,0.06,99.52,22079,0.05,0.16,0.3,0,99.54,3699,0.05,R1_Ribp_UVp
151,0.36,0.06,99.42,0.16,13950,0.06,0.15,0.09,99.6,0.16,11538,0.04,0.17,0.08,99.59,0.16,18015,0.04,0.07,0.05,99.82,0.05,5473,0.02,0.11,0.01,99.72,0.16,13987,0.03,0.12,0.06,99.64,0.18,12645,0.04,0.18,0.04,99.51,0.27,9544,0.05,0.12,0.02,99.75,0.11,8340,0.03,0.12,0.07,99.68,0.13,22080,0.04,0.05,0.05,99.87,0.03,3718,0.02,R1_Ribp_UVp
